"date","governorate_name","governorate_ID","district_name","district_ID","calc_price_petrol","calc_price_diesel","calc_price_bottled_water","calc_price_treated_water","calc_price_soap","calc_price_laundry","calc_price_sanitary","cost_cubic_meter","exchange_rate"
2019-01-03,"Al Hudaydah","YE18","Az Zaydiyah","YE1807",12.3076923076923,14.6666666666667,-20,-6.66666666666667,-33.3333333333333,-17.500000000825,-36,0,-8.62068965517241
2019-01-03,"Al Hudaydah","YE18","Bajil","YE1810",12.3076923076923,14.6666666666667,-20,7.69230769230769,-28.5714285714286,-5.71428571967347,-46.9565217391304,0,-15.2542372881356
2019-01-03,"Al Hudaydah","YE18","Bayt Al Faqiah","YE1817",11.9402985074627,NA,19.4444444444444,-45,-4.76190476190477,29.4117646937024,-2.77777777777778,25,-9.4017094017094
2019-01-03,"Al Hudaydah","YE18","Hays","YE1819",20.3125,24.2424242424242,4.76190476190477,NA,19.70000001197,-18.3333333333333,23.0769230769231,-16.6666666666667,-3.47826086956522
2019-01-03,"Al Hudaydah","YE18","Al Khawkhah","YE1820",27.5862068965517,25,-16,NA,-46.5673352466151,-3.18181818181819,22.88,NA,NA
2019-01-03,"Al Hudaydah","YE18","Zabid","YE1824",14.2857142857143,20,6.66666666666667,NA,-15.625,-10,-10.7142857142857,NA,-5.83333333333333
2019-01-03,"Al Hudaydah","YE18","At Tuhayat","YE1826",20,7.14285714285714,0,NA,6.66666666666667,0,14.2857142857143,NA,NA
2019-01-03,"Dhamar","YE20","Wusab As Safil","YE2007",11.9402985074627,14.6666666666667,0,3.2258064516129,14.2857142857143,20,14,6.66666666666667,3.50877192982457
2019-01-03,"Dhamar","YE20","Dhamar City","YE2008",12.3076923076923,14.6666666666667,0,-6.97674418604651,0,0,-10,17.6470588235294,5.5855855855856
2019-01-03,"Shabwah","YE21","Ataq","YE2113",52.0833333333333,14.0625,0,87.5,-7.69230769230769,-0.153846169207095,-20,40.9137055837564,-1.34453781512605
2019-01-03,"Shabwah","YE21","Habban","YE2114",14.5833333333333,31.8181818181818,0,NA,0,8.33333333333333,50,10.7142857142857,-1.68067226890757
2019-01-03,"Sa'ada","YE22","Monabbih","YE2203",5.26315789473684,0,-25,NA,-5.88235294117647,-6.66666666666667,-6.66666666666667,-14.2857142857143,-6.66666666666667
2019-01-03,"Sa'ada","YE22","Ghamr","YE2204",0,0,20,NA,-37.5,38.4615384615385,-2.85714285714286,-75,-6.66666666666667
2019-01-03,"Sa'ada","YE22","Saqayn","YE2209",-8.75,4.65116279069768,0,5.26315789473684,42.8571428571429,33.3333333333333,0,11.1111111111111,-0.854700854700852
2019-01-03,"Sa'ada","YE22","Sahar","YE2211",15.3846153846154,16,10,3.33333333333334,0,0,-16.6666666666667,-5.88235294117647,0
2019-01-03,"Sa'ada","YE22","Sa'adah","YE2215",12.3076923076923,14.6666666666667,20,-33.3333333333333,50,30,-58.3333333333333,25,-4.31034482758621
2019-01-03,"Sana'a","YE23","Hamdan","YE2301",12.3076923076923,4.76190476190477,0,20,3.44827586206897,0,0,-5.55555555555556,3.72727272727273
2019-01-03,"Sana'a","YE23","Arhab","YE2302",12.3076923076923,2.38095238095237,0,16.6666666666667,0,0,0,-8.33333333333334,6.24434389140271
2019-01-03,"Sana'a","YE23","Nihm","YE2303",13.8461538461538,0,0,NA,6.66666666666667,-16.6666666666667,4,-13.3333333333333,NA
2019-01-03,"Sana'a","YE23","Bani Hushaysh","YE2304",12.3076923076923,2.38095238095237,0,0,3.44827586206897,0,0,-4.34782608695652,-3.57142857142857
